id,organisation_code,organisation_name_short,organisation_name_long,organisation_name_code,indicator_total_weighted_points,indicator_id,indicator_name,indicator_category_name,indicator_subcategory_name,indicator_category_subcategory,indicator_order,indicator_weight,iati_manual,publication_format,publication_format_points,total_points,iati_data_quality_points,iati_data_quality_frequency,iati_data_quality_frequency_value,iati_data_quality_frequency_multiplier,iati_data_quality_total_points,survey_publication_status,survey_publication_status_value,survey_ordinal_value,survey_publication_format,survey_publication_format_value,survey_total_points
US-GOV-1-allocation-policy,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",1.8749375,allocation-policy,Allocation policy,,Organisational planning and commitments,#NAME?,5,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
US-GOV-1-annual-report,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",1.8749375,annual-report,Annual report,,Organisational planning and commitments,#NAME?,4,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
US-GOV-1-audit,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",1.8749375,audit,Audit,,Organisational planning and commitments,#NAME?,8,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
US-GOV-1-commitments,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",3.19254293,commitments,Commitments,activity,Finance and budgets,activity-Finance and budgets,13,0.033333335,iati,iati,33.33,95.77628311,62.44628311,monthly,1,1,62.44628311,,,,,,0
US-GOV-1-conditions,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",0,conditions,Conditions,activity,Project attributes,activity-Project attributes,24,0.035,manual,document,0,0,0,monthly,1,1,0,not published,0,,document,50,0
US-GOV-1-contact-details,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",0.999966667,contact-details,Contact details,activity,Project attributes,activity-Project attributes,21,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
US-GOV-1-current-status,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",0.999966667,current-status,Current status,activity,Project attributes,activity-Project attributes,20,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
US-GOV-1-description,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",2.859049509,description,Description,activity,Project attributes,activity-Project attributes,17,0.03,iati,iati,33.33,95.30165031,61.97165031,monthly,1,1,61.97165031,,,,,,0
US-GOV-1-disbursements-and-expenditures,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",3.118426093,disbursements-and-expenditures,Disbursements and expenditures,activity,Finance and budgets,activity-Finance and budgets,14,0.033333335,iati,iati,33.33,93.5527781,60.2227781,monthly,1,1,60.2227781,,,,,,0
US-GOV-1-finance-type,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",2.9999,finance-type,Finance type,activity,Joining-up development data,activity-Joining-up development data,28,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
US-GOV-1-flow-type,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",2.9999,flow-type,Flow type,activity,Joining-up development data,activity-Joining-up development data,26,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
US-GOV-1-location,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",1.209596736,location,Location,activity,Project attributes,activity-Project attributes,23.1,0.035,iati,iati,33.33,34.55990676,1.229906756,monthly,1,1,1.229906756,,,,,,0
US-GOV-1-location-with-activity-scope-exclusion-,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",0,location-with-activity-scope-exclusion-,Location (with activity-scope exclusion),activity,Project attributes,activity-Project attributes,23.2,0.035,manual,website,,0,0,monthly,1,1,0,not published,0,,website,33.33,0
US-GOV-1-networked-data-implementors,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",1.999933333,networked-data-implementors,Networked Data - Implementors,activity,Joining-up development data,activity-Joining-up development data,30.1,0.02,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
US-GOV-1-networked-data-participating-orgs,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",1.103942577,networked-data-participating-orgs,Networked Data - Participating Orgs,activity,Joining-up development data,activity-Joining-up development data,30.2,0.02,iati,iati,33.33,55.19712883,21.86712883,monthly,1,1,21.86712883,,,,,,0
US-GOV-1-networked-data-transactions-with-valid-receiver,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",0.54535387,networked-data-transactions-with-valid-receiver,Networked Data - Transactions with valid receiver,activity,Joining-up development data,activity-Joining-up development data,30.3,0.01,iati,iati,33.33,54.53538701,21.20538701,monthly,1,1,21.20538701,,,,,,0
US-GOV-1-objectives,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",1.706236993,objectives,Objectives,activity,Performance,activity-Performance,32,0.05,iati,iati,33.33,34.12473985,0.794739851,monthly,1,1,0.794739851,,,,,,0
US-GOV-1-organisation-strategy,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",1.8749375,organisation-strategy,Organisation strategy,,Organisational planning and commitments,#NAME?,3,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
US-GOV-1-planned-dates,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",0.999966667,planned-dates,Planned dates,activity,Project attributes,activity-Project attributes,18,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
US-GOV-1-impact-appraisals,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",1.896597315,impact-appraisals,Pre-project impact appraisals,activity,Performance,activity-Performance,33,0.05,iati,iati,33.33,37.9319463,4.601946301,monthly,1,1,4.601946301,,,,,,0
US-GOV-1-procurement-policy,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",1.8749375,procurement-policy,Procurement policy,,Organisational planning and commitments,#NAME?,6,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
US-GOV-1-project-budget,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",1.66666675,project-budget,Project budget,activity,Finance and budgets,activity-Finance and budgets,11,0.033333335,manual,machine-readable,50,50,0,monthly,1,1,0,always,1,,machine-readable,50,50
US-GOV-1-project-budget-document,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",0,project-budget-document,Project budget document,activity,Finance and budgets,activity-Finance and budgets,12,0.033333335,manual,document,0,0,0,monthly,1,1,0,not published,0,,document,50,0
US-GOV-1-project-procurement-contracts,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",1,project-procurement-contracts,Project procurement - Contracts,activity,Joining-up development data,activity-Joining-up development data,31.1,0.02,manual,document,50,50,0,monthly,1,1,0,always,1,,document,50,50
US-GOV-1-project-procurement-tenders,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",0.5,project-procurement-tenders,Project procurement - Tenders,activity,Joining-up development data,activity-Joining-up development data,31.2,0.01,manual,document,50,50,0,monthly,1,1,0,always,1,,document,50,50
US-GOV-1-foia,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",1.249875,foia,Quality of FOI legislation,commitment,Organisational planning and commitments,commitment-Organisational planning and commitments,1,0.01875,manual,not-applicable,66.66,66.66,0,monthly,1,1,0,,0,66.66,,0,66.66
US-GOV-1-results,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",0,results,Results,activity,Performance,activity-Performance,35,0.05,manual,website,0,0,0,monthly,1,1,0,not published,0,,website,33.33,0
US-GOV-1-reviews-and-evaluations,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",2.5,reviews-and-evaluations,Reviews and evaluations,activity,Performance,activity-Performance,34,0.05,manual,document,50,50,0,monthly,1,1,0,always,1,,document,50,50
US-GOV-1-sector,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",2.499916667,sector,Sectors,activity,Project attributes,activity-Project attributes,22,0.025,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
US-GOV-1-country-strategy-or-mou,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",1.862182398,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,,Organisational planning and commitments,#NAME?,7,0.01875,iati,iati,33.33,99.31639456,65.98639456,monthly,1,1,65.98639456,,,,,,0
US-GOV-1-tied-aid-status,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",2.9999,tied-aid-status,Tied aid status,activity,Joining-up development data,activity-Joining-up development data,29,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
US-GOV-1-title,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",0.99346719,title,Title,activity,Project attributes,activity-Project attributes,16,0.01,iati,iati,33.33,99.34671905,66.01671905,monthly,1,1,66.01671905,,,,,,0
US-GOV-1-total-organisation-budget,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",2.314676,total-organisation-budget,Total organisation budget,,Finance and budgets,#NAME?,9,0.041666668,iati,iati,33.33,55.55222222,22.22222222,monthly,1,1,22.22222222,,,,,,0
US-GOV-1-unique-id,US-GOV-1,US-USAID,United States Agency for International Development,"US, USAID",2.499916667,unique-id,Unique ID,activity,Project attributes,activity-Project attributes,25,0.025,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-41140-disaggregated-budgets,XM-DAC-41140,WFP,World Food Programme,WFP,4.133459127,disaggregated-budgets,Disaggregated budget,,Finance and budgets,#NAME?,10,0.041666668,iati,iati,33.33,99.20301587,65.87301587,monthly,1,1,65.87301587,,,,,,0
XM-DAC-41140-budget-alignment,XM-DAC-41140,WFP,World Food Programme,WFP,3.190012505,budget-alignment,Budget Alignment,activity,Finance and budgets,activity-Finance and budgets,15,0.033333335,iati,iati,33.33,95.70037037,62.37037037,monthly,1,1,62.37037037,,,,,,0
XM-DAC-41140-accessibility,XM-DAC-41140,WFP,World Food Programme,WFP,0.6249375,accessibility,Accessibility,commitment,Organisational planning and commitments,commitment-Organisational planning and commitments,2,0.01875,manual,not-applicable,33.33,33.33,0,monthly,1,1,0,,0,33.33,,0,33.33
XM-DAC-41140-actual-dates,XM-DAC-41140,WFP,World Food Programme,WFP,0.999966667,actual-dates,Actual dates,activity,Project attributes,activity-Project attributes,19,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-41140-aid-type,XM-DAC-41140,WFP,World Food Programme,WFP,2.9999,aid-type,Aid type,activity,Joining-up development data,activity-Joining-up development data,27,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-41140-allocation-policy,XM-DAC-41140,WFP,World Food Programme,WFP,1.8749375,allocation-policy,Allocation policy,,Organisational planning and commitments,#NAME?,5,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-41140-annual-report,XM-DAC-41140,WFP,World Food Programme,WFP,1.8749375,annual-report,Annual report,,Organisational planning and commitments,#NAME?,4,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-41140-audit,XM-DAC-41140,WFP,World Food Programme,WFP,1.8749375,audit,Audit,,Organisational planning and commitments,#NAME?,8,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-41140-commitments,XM-DAC-41140,WFP,World Food Programme,WFP,3.197419913,commitments,Commitments,activity,Finance and budgets,activity-Finance and budgets,13,0.033333335,iati,iati,33.33,95.92259259,62.59259259,monthly,1,1,62.59259259,,,,,,0
XM-DAC-41140-conditions,XM-DAC-41140,WFP,World Food Programme,WFP,0,conditions,Conditions,activity,Project attributes,activity-Project attributes,24,0.035,manual,document,0,0,0,monthly,1,1,0,not published,0,,document,50,0
XM-DAC-41140-contact-details,XM-DAC-41140,WFP,World Food Programme,WFP,0.999966667,contact-details,Contact details,activity,Project attributes,activity-Project attributes,21,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-41140-current-status,XM-DAC-41140,WFP,World Food Programme,WFP,0.999966667,current-status,Current status,activity,Project attributes,activity-Project attributes,20,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-41140-description,XM-DAC-41140,WFP,World Food Programme,WFP,2.996848118,description,Description,activity,Project attributes,activity-Project attributes,17,0.03,iati,iati,33.33,99.89493727,66.56493727,monthly,1,1,66.56493727,,,,,,0
XM-DAC-41140-disbursements-and-expenditures,XM-DAC-41140,WFP,World Food Programme,WFP,3.333222389,disbursements-and-expenditures,Disbursements and expenditures,activity,Finance and budgets,activity-Finance and budgets,14,0.033333335,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-41140-finance-type,XM-DAC-41140,WFP,World Food Programme,WFP,2.9999,finance-type,Finance type,activity,Joining-up development data,activity-Joining-up development data,28,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-41140-flow-type,XM-DAC-41140,WFP,World Food Programme,WFP,2.9999,flow-type,Flow type,activity,Joining-up development data,activity-Joining-up development data,26,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-41140-location,XM-DAC-41140,WFP,World Food Programme,WFP,2.333216667,location,Location,activity,Project attributes,activity-Project attributes,23.1,0.035,iati,iati,33.33,66.66333333,33.33333333,monthly,1,1,33.33333333,,,,,,0
XM-DAC-41140-location-with-activity-scope-exclusion-,XM-DAC-41140,WFP,World Food Programme,WFP,0,location-with-activity-scope-exclusion-,Location (with activity-scope exclusion),activity,Project attributes,activity-Project attributes,23.2,0.035,iati,iati,,0,0,monthly,1,1,0,,,,,,0
XM-DAC-41140-networked-data-implementors,XM-DAC-41140,WFP,World Food Programme,WFP,1.999933333,networked-data-implementors,Networked Data - Implementors,activity,Joining-up development data,activity-Joining-up development data,30.1,0.02,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-41140-networked-data-participating-orgs,XM-DAC-41140,WFP,World Food Programme,WFP,0.907238536,networked-data-participating-orgs,Networked Data - Participating Orgs,activity,Joining-up development data,activity-Joining-up development data,30.2,0.02,iati,iati,33.33,45.36192681,12.03192681,monthly,1,1,12.03192681,,,,,,0
XM-DAC-41140-networked-data-transactions-with-valid-receiver,XM-DAC-41140,WFP,World Food Programme,WFP,0,networked-data-transactions-with-valid-receiver,Networked Data - Transactions with valid receiver,activity,Joining-up development data,activity-Joining-up development data,30.3,0.01,manual,website,0,0,0,monthly,1,1,0,not published,0,,website,33.33,0
XM-DAC-41140-objectives,XM-DAC-41140,WFP,World Food Programme,WFP,4.992425926,objectives,Objectives,activity,Performance,activity-Performance,32,0.05,iati,iati,33.33,99.84851852,66.51851852,monthly,1,1,66.51851852,,,,,,0
XM-DAC-41140-organisation-strategy,XM-DAC-41140,WFP,World Food Programme,WFP,1.8749375,organisation-strategy,Organisation strategy,,Organisational planning and commitments,#NAME?,3,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-41140-planned-dates,XM-DAC-41140,WFP,World Food Programme,WFP,0.999966667,planned-dates,Planned dates,activity,Project attributes,activity-Project attributes,18,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-41140-impact-appraisals,XM-DAC-41140,WFP,World Food Programme,WFP,0,impact-appraisals,Pre-project impact appraisals,activity,Performance,activity-Performance,33,0.05,manual,document,0,0,0,monthly,1,1,0,not published,0,,document,50,0
XM-DAC-41140-procurement-policy,XM-DAC-41140,WFP,World Food Programme,WFP,1.8749375,procurement-policy,Procurement policy,,Organisational planning and commitments,#NAME?,6,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-41140-project-budget,XM-DAC-41140,WFP,World Food Programme,WFP,3.333222389,project-budget,Project budget,activity,Finance and budgets,activity-Finance and budgets,11,0.033333335,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-41140-project-budget-document,XM-DAC-41140,WFP,World Food Programme,WFP,3.328284117,project-budget-document,Project budget document,activity,Finance and budgets,activity-Finance and budgets,12,0.033333335,iati,iati,33.33,99.84851852,66.51851852,monthly,1,1,66.51851852,,,,,,0
XM-DAC-41140-project-procurement-contracts,XM-DAC-41140,WFP,World Food Programme,WFP,1.999933333,project-procurement-contracts,Project procurement - Contracts,activity,Joining-up development data,activity-Joining-up development data,31.1,0.02,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-41140-project-procurement-tenders,XM-DAC-41140,WFP,World Food Programme,WFP,0.5,project-procurement-tenders,Project procurement - Tenders,activity,Joining-up development data,activity-Joining-up development data,31.2,0.01,manual,document,50,50,0,monthly,1,1,0,always,1,,document,50,50
XM-DAC-41140-foia,XM-DAC-41140,WFP,World Food Programme,WFP,0.6249375,foia,Quality of FOI legislation,commitment,Organisational planning and commitments,commitment-Organisational planning and commitments,1,0.01875,manual,not-applicable,33.33,33.33,0,monthly,1,1,0,,0,33.33,,0,33.33
XM-DAC-41140-results,XM-DAC-41140,WFP,World Food Programme,WFP,4.642425926,results,Results,activity,Performance,activity-Performance,35,0.05,iati,iati,33.33,92.84851852,59.51851852,monthly,1,1,59.51851852,,,,,,0
XM-DAC-41140-reviews-and-evaluations,XM-DAC-41140,WFP,World Food Programme,WFP,4.999833333,reviews-and-evaluations,Reviews and evaluations,activity,Performance,activity-Performance,34,0.05,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-41140-sector,XM-DAC-41140,WFP,World Food Programme,WFP,2.499916667,sector,Sectors,activity,Project attributes,activity-Project attributes,22,0.025,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-41140-country-strategy-or-mou,XM-DAC-41140,WFP,World Food Programme,WFP,1.858911859,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,,Organisational planning and commitments,#NAME?,7,0.01875,iati,iati,33.33,99.14196581,65.81196581,monthly,1,1,65.81196581,,,,,,0
XM-DAC-41140-tied-aid-status,XM-DAC-41140,WFP,World Food Programme,WFP,2.9999,tied-aid-status,Tied aid status,activity,Joining-up development data,activity-Joining-up development data,29,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-41140-title,XM-DAC-41140,WFP,World Food Programme,WFP,0.999966667,title,Title,activity,Project attributes,activity-Project attributes,16,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-41140-total-organisation-budget,XM-DAC-41140,WFP,World Food Programme,WFP,4.166527911,total-organisation-budget,Total organisation budget,,Finance and budgets,#NAME?,9,0.041666668,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-41140-unique-id,XM-DAC-41140,WFP,World Food Programme,WFP,2.499916667,unique-id,Unique ID,activity,Project attributes,activity-Project attributes,25,0.025,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-928-disaggregated-budgets,XM-DAC-928,WHO,World Health Organisation,WHO,3.187080224,disaggregated-budgets,Disaggregated budget,,Finance and budgets,#NAME?,10,0.041666668,iati,iati,33.33,76.48992293,43.15992293,monthly,1,1,43.15992293,,,,,,0
XM-DAC-928-budget-alignment,XM-DAC-928,WHO,World Health Organisation,WHO,3.333222389,budget-alignment,Budget Alignment,activity,Finance and budgets,activity-Finance and budgets,15,0.033333335,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-928-accessibility,XM-DAC-928,WHO,World Health Organisation,WHO,1.875,accessibility,Accessibility,commitment,Organisational planning and commitments,commitment-Organisational planning and commitments,2,0.01875,manual,not-applicable,100,100,0,monthly,1,1,0,,0,100,,0,100
XM-DAC-928-actual-dates,XM-DAC-928,WHO,World Health Organisation,WHO,0.999966667,actual-dates,Actual dates,activity,Project attributes,activity-Project attributes,19,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-928-aid-type,XM-DAC-928,WHO,World Health Organisation,WHO,2.9999,aid-type,Aid type,activity,Joining-up development data,activity-Joining-up development data,27,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-928-allocation-policy,XM-DAC-928,WHO,World Health Organisation,WHO,1.8749375,allocation-policy,Allocation policy,,Organisational planning and commitments,#NAME?,5,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-928-annual-report,XM-DAC-928,WHO,World Health Organisation,WHO,1.8749375,annual-report,Annual report,,Organisational planning and commitments,#NAME?,4,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-928-audit,XM-DAC-928,WHO,World Health Organisation,WHO,0.9375,audit,Audit,,Organisational planning and commitments,#NAME?,8,0.01875,manual,document,50,50,0,monthly,1,1,0,always,1,,document,50,50
XM-DAC-928-commitments,XM-DAC-928,WHO,World Health Organisation,WHO,3.309663661,commitments,Commitments,activity,Finance and budgets,activity-Finance and budgets,13,0.033333335,iati,iati,33.33,99.28990486,65.95990486,monthly,1,1,65.95990486,,,,,,0
XM-DAC-928-conditions,XM-DAC-928,WHO,World Health Organisation,WHO,3.499883333,conditions,Conditions,activity,Project attributes,activity-Project attributes,24,0.035,iati,,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,always,1,,document,50,50
XM-DAC-928-contact-details,XM-DAC-928,WHO,World Health Organisation,WHO,0.999966667,contact-details,Contact details,activity,Project attributes,activity-Project attributes,21,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-928-current-status,XM-DAC-928,WHO,World Health Organisation,WHO,0.999966667,current-status,Current status,activity,Project attributes,activity-Project attributes,20,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-928-description,XM-DAC-928,WHO,World Health Organisation,WHO,0,description,Description,activity,Project attributes,activity-Project attributes,17,0.03,manual,website,0,0,0,monthly,1,1,0,not published,0,,website,33.33,0
XM-DAC-928-disbursements-and-expenditures,XM-DAC-928,WHO,World Health Organisation,WHO,2.641184751,disbursements-and-expenditures,Disbursements and expenditures,activity,Finance and budgets,activity-Finance and budgets,14,0.033333335,iati,iati,33.33,79.23553857,45.90553857,monthly,1,1,45.90553857,,,,,,0
XM-DAC-928-finance-type,XM-DAC-928,WHO,World Health Organisation,WHO,2.9999,finance-type,Finance type,activity,Joining-up development data,activity-Joining-up development data,28,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-928-flow-type,XM-DAC-928,WHO,World Health Organisation,WHO,2.9999,flow-type,Flow type,activity,Joining-up development data,activity-Joining-up development data,26,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-928-location,XM-DAC-928,WHO,World Health Organisation,WHO,3.499883333,location,Location,activity,Project attributes,activity-Project attributes,23.1,0.035,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-928-location-with-activity-scope-exclusion-,XM-DAC-928,WHO,World Health Organisation,WHO,0,location-with-activity-scope-exclusion-,Location (with activity-scope exclusion),activity,Project attributes,activity-Project attributes,23.2,0.035,manual,website,0,0,0,monthly,1,1,0,not published,0,,website,33.33,0
XM-DAC-928-networked-data-implementors,XM-DAC-928,WHO,World Health Organisation,WHO,1.999933333,networked-data-implementors,Networked Data - Implementors,activity,Joining-up development data,activity-Joining-up development data,30.1,0.02,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-928-networked-data-participating-orgs,XM-DAC-928,WHO,World Health Organisation,WHO,1.833266667,networked-data-participating-orgs,Networked Data - Participating Orgs,activity,Joining-up development data,activity-Joining-up development data,30.2,0.02,iati,iati,33.33,91.66333333,58.33333333,monthly,1,1,58.33333333,,,,,,0
XM-DAC-928-networked-data-transactions-with-valid-receiver,XM-DAC-928,WHO,World Health Organisation,WHO,0.334591101,networked-data-transactions-with-valid-receiver,Networked Data - Transactions with valid receiver,activity,Joining-up development data,activity-Joining-up development data,30.3,0.01,iati,iati,33.33,33.45911012,0.129110123,monthly,1,1,0.129110123,,,,,,0
XM-DAC-928-objectives,XM-DAC-928,WHO,World Health Organisation,WHO,2.5,objectives,Objectives,activity,Performance,activity-Performance,32,0.05,manual,document,50,50,0,monthly,1,1,0,always,1,,document,50,50
XM-DAC-928-organisation-strategy,XM-DAC-928,WHO,World Health Organisation,WHO,1.8749375,organisation-strategy,Organisation strategy,,Organisational planning and commitments,#NAME?,3,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-928-planned-dates,XM-DAC-928,WHO,World Health Organisation,WHO,0.999966667,planned-dates,Planned dates,activity,Project attributes,activity-Project attributes,18,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-928-impact-appraisals,XM-DAC-928,WHO,World Health Organisation,WHO,0,impact-appraisals,Pre-project impact appraisals,activity,Performance,activity-Performance,33,0.05,manual,document,0,0,0,monthly,1,1,0,not published,0,,document,50,0
XM-DAC-928-procurement-policy,XM-DAC-928,WHO,World Health Organisation,WHO,0.9375,procurement-policy,Procurement policy,,Organisational planning and commitments,#NAME?,6,0.01875,manual,document,50,50,0,monthly,1,1,0,always,1,,document,50,50
XM-DAC-928-project-budget,XM-DAC-928,WHO,World Health Organisation,WHO,3.333222389,project-budget,Project budget,activity,Finance and budgets,activity-Finance and budgets,11,0.033333335,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-928-project-budget-document,XM-DAC-928,WHO,World Health Organisation,WHO,3.333222389,project-budget-document,Project budget document,activity,Finance and budgets,activity-Finance and budgets,12,0.033333335,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-DAC-928-project-procurement-contracts,XM-DAC-928,WHO,World Health Organisation,WHO,1,project-procurement-contracts,Project procurement - Contracts,activity,Joining-up development data,activity-Joining-up development data,31.1,0.02,manual,document,50,50,0,monthly,1,1,0,always,1,,document,50,50
XM-DAC-928-project-procurement-tenders,XM-DAC-928,WHO,World Health Organisation,WHO,0.5,project-procurement-tenders,Project procurement - Tenders,activity,Joining-up development data,activity-Joining-up development data,31.2,0.01,manual,document,50,50,0,monthly,1,1,0,always,1,,document,50,50
XM-DAC-928-foia,XM-DAC-928,WHO,World Health Organisation,WHO,0.6249375,foia,Quality of FOI legislation,commitment,Organisational planning and commitments,commitment-Organisational planning and commitments,1,0.01875,manual,not-applicable,33.33,33.33,0,monthly,1,1,0,,0,33.33,,0,33.33
XM-DAC-928-results,XM-DAC-928,WHO,World Health Organisation,WHO,1.6665,results,Results,activity,Performance,activity-Performance,35,0.05,manual,website,33.33,33.33,0,monthly,1,1,0,always,1,,website,33.33,33.33
XM-DAC-928-reviews-and-evaluations,XM-DAC-928,WHO,World Health Organisation,WHO,2.5,reviews-and-evaluations,Reviews and evaluations,activity,Performance,activity-Performance,34,0.05,manual,document,50,50,0,monthly,1,1,0,always,1,,document,50,50
