id,organisation_name,organisation_code,indicator_total_weighted_points,indicator_id,indicator_name,indicator_subcategory_name,indicator_order,indicator_weight,iati_manual,publication_format,publication_format_points,total_points,iati_data_quality_passed,iati_data_quality_points,iati_data_quality_frequency,iati_data_quality_frequency_value,iati_data_quality_frequency_multiplier,iati_data_quality_total_points,survey_publication_status,survey_publication_status_value,survey_ordinal_value,survey_publication_format,survey_publication_format_value,survey_total_points,survey_source
41122-project-budget-document,UNICEF,41122,3.333333489,project-budget-document,Project budget document,Finance and budgets,12,0.033333335,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
41122-commitments,UNICEF,41122,3.333333489,commitments,Commitments,Finance and budgets,13,0.033333335,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
41122-conditions,UNICEF,41122,2.333333322,conditions,Conditions,Project attributes,24,0.035,iati,iati,33.333333,66.66666633,50,33.33333333,monthly,1,1,33.33333333,,,,,,0,
41122-project-procurement-contracts,UNICEF,41122,1.999999993,project-procurement-contracts,Project procurement - Contracts,Joining-up development data,32,0.02,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
41122-current-status,UNICEF,41122,0.999999997,current-status,Current status,Project attributes,20,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
41122-results,UNICEF,41122,4.999999983,results,Results,Performance,37,0.05,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
41122-project-budget,UNICEF,41122,3.333333489,project-budget,Project budget,Finance and budgets,11,0.033333335,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
41122-tied-aid-status,UNICEF,41122,2.99999999,tied-aid-status,Tied aid status,Joining-up development data,29,0.03,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
41122-finance-type,UNICEF,41122,2.99999999,finance-type,Finance type,Joining-up development data,28,0.03,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
41122-budget-alignment,UNICEF,41122,3.333333489,budget-alignment,Budget Alignment,Finance and budgets,15,0.033333335,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
41122-total-organisation-budget,UNICEF,41122,4.166666786,total-organisation-budget,Total organisation budget,Finance and budgets,9,0.041666668,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
41122-unique-id,UNICEF,41122,2.499999992,unique-id,Unique ID,Project attributes,25,0.025,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
41122-flow-type,UNICEF,41122,2.99999999,flow-type,Flow type,Joining-up development data,26,0.03,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
41122-sector,UNICEF,41122,2.499999992,sector,Sectors,Project attributes,22,0.025,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,https://www.norad.no/globalassets/publikasjoner/publikasjoner-2021/norads-strategy-towards-2030.pdf
41122-description,UNICEF,41122,2.99999999,description,Description,Project attributes,17,0.03,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,https://www.norad.no/globalassets/publikasjoner/publikasjoner-2021/evalueringer/annual_report_evaluation_department_2020-2021.pdf
41122-sub-national-location,UNICEF,41122,3.499999988,sub-national-location,Sub-national location,Project attributes,23,0.035,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
41122-annual-report,UNICEF,41122,1.874999994,annual-report,Annual report,Organisational planning and commitments,4,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,https://www.regjeringen.no/no/dokumenter/veileder-offentlige-anskaffelser/id2581234/
41122-allocation-policy,UNICEF,41122,1.874999994,allocation-policy,Allocation policy,Organisational planning and commitments,5,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
41122-networked-data-implementors,UNICEF,41122,3.333333489,networked-data-implementors,Networked Data - Implementors,Joining-up development data,30,0.033333335,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
41122-contact-details,UNICEF,41122,0.999999997,contact-details,Contact details,Project attributes,21,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
41122-planned-dates,UNICEF,41122,0.999999997,planned-dates,Planned dates,Project attributes,18,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
41122-title,UNICEF,41122,0.999999997,title,Title,Project attributes,16,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
41122-disbursements-and-expenditures,UNICEF,41122,3.333333489,disbursements-and-expenditures,Disbursements and expenditures,Finance and budgets,14,0.033333335,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
41122-procurement-policy,UNICEF,41122,1.874999994,procurement-policy,Procurement policy,Organisational planning and commitments,6,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
41122-networked-data-participating-orgs,UNICEF,41122,0.873472229,networked-data-participating-orgs,Networked Data - Participating Orgs,Joining-up development data,31,0.016666668,iati,iati,33.333333,52.40832952,28.61249478,19.07499652,monthly,1,1,19.07499652,,,,,,0,
41122-country-strategy-or-mou,UNICEF,41122,1.777374994,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,Organisational planning and commitments,7,0.01875,iati,iati,33.333333,94.793333,92.19,61.46,monthly,1,1,61.46,,,,,,0,
41122-actual-dates,UNICEF,41122,0.999999997,actual-dates,Actual dates,Project attributes,19,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,https://doffin.no/
41122-audit,UNICEF,41122,1.874999994,audit,Audit,Organisational planning and commitments,8,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
41122-project-procurement-tenders,UNICEF,41122,0.999999997,project-procurement-tenders,Project procurement - Tenders,Joining-up development data,33,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
41122-disaggregated-budgets,UNICEF,41122,4.123333451,disaggregated-budgets,Disaggregated budget,Finance and budgets,10,0.041666668,iati,iati,33.333333,98.95999967,98.44,65.62666667,monthly,1,1,65.62666667,,,,,,0,
41122-impact-appraisals,UNICEF,41122,0,impact-appraisals,Pre-project impact appraisals,Performance,35,0.05,manual,document,0,0,0,0,monthly,1,1,0,not published,0,,document,50,0,https://resultater.norad.no
41122-objectives,UNICEF,41122,2.5,objectives,Objectives,Performance,34,0.05,manual,document,50,50,0,0,monthly,1,1,0,always,1,,document,50,50,
41122-foia,UNICEF,41122,0.6249375,foia,Quality of FOI legislation,Organisational planning and commitments,1,0.01875,manual,not-applicable,33.33,33.33,0,0,monthly,1,1,0,,0,33.33,,0,33.33,
41122-accessibility,UNICEF,41122,1.875,accessibility,Accessibility,Organisational planning and commitments,2,0.01875,manual,not-applicable,100,100,0,0,monthly,1,1,0,,0,100,,0,100,https://resultater.norad.no/geography/asia/india https://data.norge.no/nlod/en/1.0/
US-18-aid-type,"US, MCC",US-18,2.84999999,aid-type,Aid type,Joining-up development data,27,0.03,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-18-organisation-strategy,"US, MCC",US-18,1.874999994,organisation-strategy,Organisation strategy,Organisational planning and commitments,3,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,
US-18-project-budget-document,"US, MCC",US-18,3.166666814,project-budget-document,Project budget document,Finance and budgets,12,0.033333335,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-18-commitments,"US, MCC",US-18,3.166666814,commitments,Commitments,Finance and budgets,13,0.033333335,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-18-conditions,"US, MCC",US-18,3.324999988,conditions,Conditions,Project attributes,24,0.035,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-18-impact-appraisals,"US, MCC",US-18,4.749999983,impact-appraisals,Pre-project impact appraisals,Performance,35,0.05,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-18-project-procurement-contracts,"US, MCC",US-18,1.899999993,project-procurement-contracts,Project procurement - Contracts,Joining-up development data,32,0.02,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-18-current-status,"US, MCC",US-18,0.949999997,current-status,Current status,Project attributes,20,0.01,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-18-results,"US, MCC",US-18,4.523284297,results,Results,Performance,37,0.05,iati,iati,33.333333,90.46568594,92.64705882,61.76470588,quarterly,0.925,0.925,57.13235294,,,,,,0,
US-18-project-budget,"US, MCC",US-18,3.166666814,project-budget,Project budget,Finance and budgets,11,0.033333335,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-18-tied-aid-status,"US, MCC",US-18,2.84999999,tied-aid-status,Tied aid status,Joining-up development data,29,0.03,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-18-objectives,"US, MCC",US-18,4.749999983,objectives,Objectives,Performance,34,0.05,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-18-finance-type,"US, MCC",US-18,2.84999999,finance-type,Finance type,Joining-up development data,28,0.03,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-18-budget-alignment,"US, MCC",US-18,3.166666814,budget-alignment,Budget Alignment,Finance and budgets,15,0.033333335,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-18-total-organisation-budget,"US, MCC",US-18,3.240740831,total-organisation-budget,Total organisation budget,Finance and budgets,9,0.041666668,iati,iati,33.333333,77.77777744,66.66666667,44.44444444,quarterly,0.925,1,44.44444444,,,,,,0,
US-18-unique-id,"US, MCC",US-18,2.374999992,unique-id,Unique ID,Project attributes,25,0.025,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-18-flow-type,"US, MCC",US-18,2.84999999,flow-type,Flow type,Joining-up development data,26,0.03,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-18-sector,"US, MCC",US-18,2.374999992,sector,Sectors,Project attributes,22,0.025,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,https://um.fi/julkaisut-maittain
US-18-description,"US, MCC",US-18,2.84999999,description,Description,Project attributes,17,0.03,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-18-sub-national-location,"US, MCC",US-18,3.324999988,sub-national-location,Sub-national location,Project attributes,23,0.035,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,https://openaid.fi/en/viz/projects
US-18-annual-report,"US, MCC",US-18,1.874999994,annual-report,Annual report,Organisational planning and commitments,4,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,
US-18-allocation-policy,"US, MCC",US-18,1.874999994,allocation-policy,Allocation policy,Organisational planning and commitments,5,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,https://openaid.fi/en/viz/projects
US-18-networked-data-implementors,"US, MCC",US-18,4.749999983,networked-data-implementors,Networked Data - Implementors,Joining-up development data,30,0.05,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-18-contact-details,"US, MCC",US-18,0.949999997,contact-details,Contact details,Project attributes,21,0.01,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,https://www.hankintailmoitukset.fi/fi/info/
US-18-planned-dates,"US, MCC",US-18,0.949999997,planned-dates,Planned dates,Project attributes,18,0.01,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-18-title,"US, MCC",US-18,0.949999997,title,Title,Project attributes,16,0.01,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-18-disbursements-and-expenditures,"US, MCC",US-18,3.166666814,disbursements-and-expenditures,Disbursements and expenditures,Finance and budgets,14,0.033333335,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-18-procurement-policy,"US, MCC",US-18,1.874999994,procurement-policy,Procurement policy,Organisational planning and commitments,6,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,https://um.fi/documents/35732/0/JTS-kehysehdotus-2023-2026-FINAL.pdf/a5e7b890-3588-7846-8a05-26b61d94f06b?t=1650448533012
US-18-country-strategy-or-mou,"US, MCC",US-18,1.874999994,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,Organisational planning and commitments,7,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,
US-18-actual-dates,"US, MCC",US-18,0.949999997,actual-dates,Actual dates,Project attributes,19,0.01,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,https://um.fi/latest-funding-decisions https://budjetti.vm.fi/indox/sisalto.jsp?year=2022&lang=fi&maindoc=/2022/tae/valtiovarainministerionKanta/valtiovarainministerionKanta.xml&opennode=0:1:239:329:349:353:
US-18-audit,"US, MCC",US-18,1.874999994,audit,Audit,Organisational planning and commitments,8,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,https://um.fi/guidelines-for-procurement-related-to-development-cooperation-projects
US-18-project-procurement-tenders,"US, MCC",US-18,0.764999997,project-procurement-tenders,Project procurement - Tenders,Joining-up development data,33,0.01,iati,iati,33.333333,76.49999967,70,46.66666667,quarterly,0.925,0.925,43.16666667,,,,,,0,https://um.fi/documents/35732/0/TP-2020-FINAL.pdf/21e85aac-e7f3-bbe5-0d42-7df27936dd77?t=1615819122192
US-18-disaggregated-budgets,"US, MCC",US-18,4.166666786,disaggregated-budgets,Disaggregated budget,Finance and budgets,10,0.041666668,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,https://um.fi/tilinpaatokset
US-18-reviews-and-evaluations,"US, MCC",US-18,2.5,reviews-and-evaluations,Reviews and evaluations,Performance,36,0.05,manual,document,50,50,0,0,quarterly,0.925,1,0,always,1,,document,50,50,https://um.fi/documents/384998/0/Annual+Report+on+Evaluation+2020_Selected+Highlights.pdf/0b12360c-ae8e-018c-4013-663bc58520ac?t=1624950867147
US-18-networked-data-participating-orgs,"US, MCC",US-18,0,networked-data-participating-orgs,Networked Data - Participating Orgs,Joining-up development data,31,,manual,,0,0,0,0,quarterly,0.925,1,0,not published,0,,,0,0,https://um.fi/development-cooperation-produces-results
US-18-foia,"US, MCC",US-18,1.249875,foia,Quality of FOI legislation,Organisational planning and commitments,1,0.01875,manual,not-applicable,66.66,66.66,0,0,quarterly,0.925,1,0,,0,66.66,,0,66.66,
US-18-accessibility,"US, MCC",US-18,1.875,accessibility,Accessibility,Organisational planning and commitments,2,0.01875,manual,not-applicable,100,100,0,0,quarterly,0.925,1,0,,0,100,,0,100,https://um.fi/development-cooperation-appropriations#Assistance2020
US-14-annual-report,"US, PEPFAR",US-14,1.874999994,annual-report,Annual report,Organisational planning and commitments,4,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,
US-14-allocation-policy,"US, PEPFAR",US-14,1.874999994,allocation-policy,Allocation policy,Organisational planning and commitments,5,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,
US-14-procurement-policy,"US, PEPFAR",US-14,1.874999994,procurement-policy,Procurement policy,Organisational planning and commitments,6,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,
US-14-country-strategy-or-mou,"US, PEPFAR",US-14,1.193124994,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,Organisational planning and commitments,7,0.01875,iati,iati,33.333333,63.633333,45.45,30.3,quarterly,0.925,1,30.3,,,,,,0,
US-14-audit,"US, PEPFAR",US-14,1.874999994,audit,Audit,Organisational planning and commitments,8,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,
US-14-total-organisation-budget,"US, PEPFAR",US-14,3.240740831,total-organisation-budget,Total organisation budget,Finance and budgets,9,0.041666668,iati,iati,33.333333,77.77777744,66.66666667,44.44444444,quarterly,0.925,1,44.44444444,,,,,,0,
US-14-disaggregated-budgets,"US, PEPFAR",US-14,2.196944501,disaggregated-budgets,Disaggregated budget,Finance and budgets,10,0.041666668,iati,iati,33.333333,52.72666633,29.09,19.39333333,quarterly,0.925,1,19.39333333,,,,,,0,
US-14-project-budget-document,"US, PEPFAR",US-14,3.166666814,project-budget-document,Project budget document,Finance and budgets,12,0.033333335,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-14-commitments,"US, PEPFAR",US-14,2.935102176,commitments,Commitments,Finance and budgets,13,0.033333335,iati,iati,33.333333,88.05306089,88.73469388,59.15646259,quarterly,0.925,0.925,54.71972789,,,,,,0,
US-14-disbursements-and-expenditures,"US, PEPFAR",US-14,2.941814195,disbursements-and-expenditures,Disbursements and expenditures,Finance and budgets,14,0.033333335,iati,iati,33.333333,88.25442144,89.06122449,59.37414966,quarterly,0.925,0.925,54.92108844,,,,,,0,
US-14-budget-alignment,"US, PEPFAR",US-14,2.138888985,budget-alignment,Budget Alignment,Finance and budgets,15,0.033333335,iati,iati,33.333333,64.16666633,50,33.33333333,quarterly,0.925,0.925,30.83333333,,,,,,0,
US-14-description,"US, PEPFAR",US-14,2.84999999,description,Description,Project attributes,17,0.03,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-14-planned-dates,"US, PEPFAR",US-14,0.828680269,planned-dates,Planned dates,Project attributes,18,0.01,iati,iati,33.333333,82.86802688,80.32653061,53.55102041,quarterly,0.925,0.925,49.53469388,,,,,,0,
US-14-actual-dates,"US, PEPFAR",US-14,0.949999997,actual-dates,Actual dates,Project attributes,19,0.01,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-14-current-status,"US, PEPFAR",US-14,0.949999997,current-status,Current status,Project attributes,20,0.01,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-14-contact-details,"US, PEPFAR",US-14,0.949999997,contact-details,Contact details,Project attributes,21,0.01,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-14-sector,"US, PEPFAR",US-14,2.374999992,sector,Sectors,Project attributes,22,0.025,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-14-sub-national-location,"US, PEPFAR",US-14,2.007095226,sub-national-location,Sub-national location,Project attributes,23,0.035,iati,iati,33.333333,57.3455779,38.93877551,25.95918367,quarterly,0.925,0.925,24.0122449,,,,,,0,
US-14-unique-id,"US, PEPFAR",US-14,2.374999992,unique-id,Unique ID,Project attributes,25,0.025,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-14-flow-type,"US, PEPFAR",US-14,2.84999999,flow-type,Flow type,Joining-up development data,26,0.03,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-14-aid-type,"US, PEPFAR",US-14,2.84999999,aid-type,Aid type,Joining-up development data,27,0.03,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-14-finance-type,"US, PEPFAR",US-14,2.84999999,finance-type,Finance type,Joining-up development data,28,0.03,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-14-tied-aid-status,"US, PEPFAR",US-14,2.84999999,tied-aid-status,Tied aid status,Joining-up development data,29,0.03,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,https://admin.media-flow.ch/deza-seco-jahresbericht-2019-en#1825
US-14-networked-data-implementors,"US, PEPFAR",US-14,3.166666814,networked-data-implementors,Networked Data - Implementors,Joining-up development data,30,0.033333335,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,https://www.eda.admin.ch/deza/en/home/partnerships-mandates/mandates-contributions/mandates/requirements/legal-requirements-procurement.html
US-14-networked-data-participating-orgs,"US, PEPFAR",US-14,1.583333454,networked-data-participating-orgs,Networked Data - Participating Orgs,Joining-up development data,31,0.016666668,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-14-objectives,"US, PEPFAR",US-14,4.749999983,objectives,Objectives,Performance,34,0.05,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,https://www.eda.admin.ch/deza/en/home/projekte/what-projects-project-database.html
US-14-results,"US, PEPFAR",US-14,2.323605426,results,Results,Performance,37,0.05,iati,iati,33.333333,46.47210851,21.30612245,14.20408163,quarterly,0.925,0.925,13.13877551,,,,,,0,
US-14-organisation-strategy,"US, PEPFAR",US-14,0,organisation-strategy,Organisation strategy,Organisational planning and commitments,3,0.01875,manual,document,0,0,0,0,quarterly,0.925,1,0,sometimes,0,,document,50,0,https://www.eda.admin.ch/deza/en/home/projekte/what-projects-project-database.html
US-14-project-budget,"US, PEPFAR",US-14,1.66666675,project-budget,Project budget,Finance and budgets,11,0.033333335,manual,machine-readable,50,50,0,0,quarterly,0.925,1,0,always,1,,machine-readable,50,50,
US-14-title,"US, PEPFAR",US-14,0.5,title,Title,Project attributes,16,0.01,manual,machine-readable,50,50,0,0,quarterly,0.925,1,0,always,1,,machine-readable,50,50,
US-14-conditions,"US, PEPFAR",US-14,0,conditions,Conditions,Project attributes,24,0.035,manual,document,0,0,0,0,quarterly,0.925,1,0,sometimes,0,,document,50,0,
US-14-project-procurement-contracts,"US, PEPFAR",US-14,1,project-procurement-contracts,Project procurement - Contracts,Joining-up development data,32,0.02,manual,document,50,50,0,0,quarterly,0.925,1,0,always,1,,document,50,50,https://www.eda.admin.ch/deza/en/home/projekte/what-projects-project-database.html
US-14-project-procurement-tenders,"US, PEPFAR",US-14,0.5,project-procurement-tenders,Project procurement - Tenders,Joining-up development data,33,0.01,manual,document,50,50,0,0,quarterly,0.925,1,0,always,1,,document,50,50,
US-14-impact-appraisals,"US, PEPFAR",US-14,0,impact-appraisals,Pre-project impact appraisals,Performance,35,0.05,manual,document,0,0,0,0,quarterly,0.925,1,0,not published,0,,document,50,0,
US-14-reviews-and-evaluations,"US, PEPFAR",US-14,0,reviews-and-evaluations,Reviews and evaluations,Performance,36,0.05,manual,document,0,0,0,0,quarterly,0.925,1,0,sometimes,0,,document,50,0,
US-14-foia,"US, PEPFAR",US-14,1.249875,foia,Quality of FOI legislation,Organisational planning and commitments,1,0.01875,manual,not-applicable,66.66,66.66,0,0,quarterly,0.925,1,0,,0,66.66,,0,66.66,
US-14-accessibility,"US, PEPFAR",US-14,1.875,accessibility,Accessibility,Organisational planning and commitments,2,0.01875,manual,not-applicable,100,100,0,0,quarterly,0.925,1,0,,0,100,,0,100,https://www.eda.admin.ch/deza/en/home/projekte/what-projects-project-database.html
US-11-aid-type,"US, State",US-11,2.84999999,aid-type,Aid type,Joining-up development data,27,0.03,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-11-organisation-strategy,"US, State",US-11,1.874999994,organisation-strategy,Organisation strategy,Organisational planning and commitments,3,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,
US-11-commitments,"US, State",US-11,2.677766155,commitments,Commitments,Finance and budgets,13,0.033333335,iati,iati,33.333333,80.33298064,76.21564482,50.81042988,quarterly,0.925,0.925,46.99964764,,,,,,0,
US-11-current-status,"US, State",US-11,0.949999997,current-status,Current status,Project attributes,20,0.01,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-11-results,"US, State",US-11,0,results,Results,Performance,37,0.05,manual,,0,0,0,0,quarterly,0.925,0.925,0,sometimes,,,website,,0,
US-11-tied-aid-status,"US, State",US-11,2.84999999,tied-aid-status,Tied aid status,Joining-up development data,29,0.03,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-11-finance-type,"US, State",US-11,2.84999999,finance-type,Finance type,Joining-up development data,28,0.03,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-11-budget-alignment,"US, State",US-11,2.137468248,budget-alignment,Budget Alignment,Finance and budgets,15,0.033333335,iati,iati,33.333333,64.12404423,49.93088307,33.28725538,quarterly,0.925,0.925,30.79071123,,,,,,0,
US-11-total-organisation-budget,"US, State",US-11,3.240740831,total-organisation-budget,Total organisation budget,Finance and budgets,9,0.041666668,iati,iati,33.333333,77.77777744,66.66666667,44.44444444,quarterly,0.925,1,44.44444444,,,,,,0,
US-11-unique-id,"US, State",US-11,2.374999992,unique-id,Unique ID,Project attributes,25,0.025,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-11-flow-type,"US, State",US-11,2.84999999,flow-type,Flow type,Joining-up development data,26,0.03,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-11-sector,"US, State",US-11,2.373997119,sector,Sectors,Project attributes,22,0.025,iati,iati,33.333333,94.95988474,99.93494877,66.62329918,quarterly,0.925,0.925,61.62655174,,,,,,0,
US-11-description,"US, State",US-11,2.84999999,description,Description,Project attributes,17,0.03,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
US-11-annual-report,"US, State",US-11,1.874999994,annual-report,Annual report,Organisational planning and commitments,4,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,
US-11-allocation-policy,"US, State",US-11,1.874999994,allocation-policy,Allocation policy,Organisational planning and commitments,5,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,
US-11-networked-data-implementors,"US, State",US-11,3.102817224,networked-data-implementors,Networked Data - Implementors,Joining-up development data,30,0.033333335,iati,iati,33.333333,93.08451205,96.89380387,64.59586925,quarterly,0.925,0.925,59.75117905,,,,,,0,
